LAT,LON,YEAR,MO,DY,PRECTOT,QV2M,RH2M,PS,T2M_RANGE,TS,T2MDEW,T2MWET,T2M_MAX,T2M_MIN,T2M
36.78551,10.15781,2011,11,17,    2.08,    9.05,   82.37,  100.86,    5.58,   16.42,   12.58,   12.58,   18.97,   13.39,   15.58
36.78551,10.15781,2011,11,18,    3.42,    8.93,   78.94,  101.17,    5.38,   16.38,   12.44,   12.44,   19.30,   13.92,   16.08
36.78551,10.15781,2011,11,19,    3.80,    9.78,   88.58,  100.96,    3.89,   15.75,   13.78,   13.78,   17.85,   13.96,   15.67
36.78551,10.15781,2011,11,20,    0.13,    9.78,   86.45,  100.83,    8.55,   16.05,   13.71,   13.71,   21.17,   12.62,   16.03
36.78551,10.15781,2011,11,21,    1.15,   11.25,   90.38,  100.15,    5.32,   17.08,   15.79,   15.79,   20.00,   14.69,   17.41
36.78551,10.15781,2011,11,22,    0.22,    7.77,   69.50,   99.76,    9.45,   15.79,    9.98,    9.98,   21.05,   11.60,   15.70
36.78551,10.15781,2011,11,23,    1.09,    8.60,   79.78,  100.38,    7.11,   15.73,   11.73,   11.73,   19.47,   12.35,   15.22
36.78551,10.15781,2011,11,24,    1.32,    9.31,   85.07,  101.10,    7.12,   15.89,   13.06,   13.06,   19.85,   12.73,   15.55
36.78551,10.15781,2011,11,25,    1.04,    9.36,   85.03,  101.38,    5.61,   15.91,   13.20,   13.20,   19.39,   13.78,   15.69
36.78551,10.15781,2011,11,26,    0.74,    9.10,   85.34,  101.56,    6.34,   15.28,   12.78,   12.78,   19.12,   12.79,   15.22
36.78551,10.15781,2011,11,27,    0.41,    9.27,   86.38,  101.57,    6.63,   15.40,   13.08,   13.08,   19.07,   12.44,   15.32
36.78551,10.15781,2011,11,28,    2.52,   10.10,   85.01,  101.16,    3.99,   16.77,   14.33,   14.33,   19.12,   15.14,   16.85
36.78551,10.15781,2011,11,29,   10.74,   10.59,   90.57,  100.97,    2.00,   16.49,   15.02,   15.02,   17.65,   15.64,   16.56
36.78551,10.15781,2011,11,30,    0.94,    8.92,   82.81,  101.56,    5.16,   15.46,   12.48,   12.48,   18.43,   13.27,   15.38
36.78551,10.15781,2011,12,01,    0.08,    8.08,   80.27,  101.87,    6.45,   14.54,   11.02,   11.02,   18.31,   11.87,   14.38
36.78551,10.15781,2011,12,02,    0.01,    7.53,   75.96,  101.37,   10.13,   14.23,    9.86,    9.87,   19.91,    9.78,   14.09
36.78551,10.15781,2011,12,03,    0.12,    7.25,   72.86,  101.17,    9.54,   13.97,    9.25,    9.25,   19.58,   10.04,   14.11
36.78551,10.15781,2011,12,04,    0.11,    7.69,   81.04,  101.28,    7.90,   13.58,   10.13,   10.13,   18.26,   10.36,   13.40
36.78551,10.15781,2011,12,05,    0.00,    6.48,   69.48,  101.13,   10.43,   13.09,    7.43,    7.44,   19.38,    8.95,   13.11
36.78551,10.15781,2011,12,06,    0.81,    8.22,   87.27,  101.11,    6.68,   13.72,   11.10,   11.10,   17.31,   10.63,   13.25
36.78551,10.15781,2011,12,07,    0.20,    8.28,   81.29,  101.56,    5.95,   14.78,   11.34,   11.34,   18.27,   12.32,   14.52
36.78551,10.15781,2011,12,08,    0.03,    8.40,   83.36,  101.68,    6.38,   14.65,   11.59,   11.59,   18.07,   11.69,   14.37
36.78551,10.15781,2011,12,09,    0.02,    7.47,   77.80,  101.53,    7.00,   14.16,    9.78,    9.78,   17.81,   10.80,   13.61
36.78551,10.15781,2011,12,10,    0.00,    6.09,   66.61,  101.07,    8.66,   12.86,    6.57,    6.58,   17.69,    9.03,   12.80
36.78551,10.15781,2011,12,11,    0.00,    5.93,   67.15,  100.96,    5.26,   11.63,    6.30,    6.30,   15.35,   10.09,   12.25
36.78551,10.15781,2011,12,12,    0.36,    7.39,   80.24,  101.05,    9.37,   13.15,    9.41,    9.41,   18.30,    8.93,   12.90
36.78551,10.15781,2011,12,13,    0.33,    7.62,   80.89,  101.35,    6.47,   13.47,   10.07,   10.07,   17.00,   10.53,   13.29
36.78551,10.15781,2011,12,14,    0.01,    6.66,   73.56,  101.39,   11.18,   12.61,    7.93,    7.94,   19.36,    8.19,   12.69
36.78551,10.15781,2011,12,15,    0.16,    7.79,   83.81,  101.48,    8.81,   13.14,   10.30,   10.30,   18.21,    9.40,   13.11
36.78551,10.15781,2011,12,16,    0.05,    6.84,   73.53,  101.05,    7.63,   13.08,    8.28,    8.29,   18.03,   10.41,   13.06
36.78551,10.15781,2011,12,17,    4.91,    7.48,   79.27,  100.27,    4.78,   13.53,    9.54,    9.54,   15.72,   10.94,   13.15
36.78551,10.15781,2011,12,18,    3.77,    6.26,   79.60,  100.41,    3.72,   11.40,    7.02,    7.02,   12.89,    9.17,   10.42
36.78551,10.15781,2011,12,19,    2.86,    5.35,   73.49,  100.78,    3.19,   10.49,    4.76,    4.77,   11.08,    7.88,    9.35
36.78551,10.15781,2011,12,20,    7.54,    6.19,   76.94,  101.01,    4.32,   11.78,    6.92,    6.92,   13.14,    8.82,   10.86
36.78551,10.15781,2011,12,21,   12.02,    6.72,   75.46,  100.49,    3.57,   12.75,    8.07,    8.08,   14.22,   10.65,   12.31
36.78551,10.15781,2011,12,22,    3.98,    6.94,   76.43,  100.79,    5.76,   12.85,    8.58,    8.58,   15.67,    9.91,   12.65
36.78551,10.15781,2011,12,23,    0.05,    7.08,   81.47,  101.21,    6.69,   12.09,    8.98,    8.98,   16.16,    9.47,   12.05
36.78551,10.15781,2011,12,24,    0.64,    7.30,   78.93,  101.29,    5.89,   13.09,    9.31,    9.31,   16.49,   10.60,   13.00
36.78551,10.15781,2011,12,25,    1.13,    6.40,   72.26,  101.36,    4.54,   12.62,    7.46,    7.46,   15.00,   10.46,   12.37
36.78551,10.15781,2011,12,26,    3.10,    6.61,   78.44,  101.80,    3.56,   12.07,    8.05,    8.05,   13.88,   10.32,   11.67
36.78551,10.15781,2011,12,27,   18.37,    7.33,   86.53,  101.72,    2.83,   12.36,    9.53,    9.53,   13.20,   10.37,   11.74
36.78551,10.15781,2011,12,28,    2.27,    7.04,   84.21,  101.53,    5.21,   11.62,    8.86,    8.86,   14.35,    9.14,   11.50
36.78551,10.15781,2011,12,29,    0.97,    6.61,   84.77,  101.21,    6.54,   10.82,    7.90,    7.90,   13.55,    7.01,   10.41
36.78551,10.15781,2011,12,30,    3.24,    6.50,   76.67,  100.83,    3.62,   11.99,    7.63,    7.63,   13.28,    9.66,   11.62
36.78551,10.15781,2011,12,31,    3.42,    7.74,   82.76,  101.08,    2.41,   13.29,   10.25,   10.25,   14.47,   12.06,   13.14
36.78551,10.15781,2012,01,01,    0.82,    8.47,   88.15,  101.50,    6.28,   13.57,   11.69,   11.69,   16.89,   10.61,   13.60
36.78551,10.15781,2012,01,02,    0.31,    7.37,   82.95,  101.52,    9.76,   12.30,    9.56,    9.56,   17.94,    8.19,   12.43
36.78551,10.15781,2012,01,03,    4.17,    6.70,   78.05,  101.41,    2.91,   12.08,    8.07,    8.07,   13.48,   10.57,   11.89
36.78551,10.15781,2012,01,04,    0.45,    6.96,   76.82,  101.44,    4.32,   12.91,    8.74,    8.75,   15.26,   10.94,   12.71
36.78551,10.15781,2012,01,05,    0.61,    6.61,   73.26,  100.91,    3.43,   12.82,    7.89,    7.89,   14.72,   11.29,   12.57
36.78551,10.15781,2012,01,06,    0.57,    5.84,   62.22,  100.09,    3.61,   12.95,    5.59,    5.61,   14.85,   11.25,   13.07
36.78551,10.15781,2012,01,07,    0.14,    5.49,   66.36,  101.09,    4.47,   11.58,    5.21,    5.22,   14.11,    9.64,   11.30
36.78551,10.15781,2012,01,08,    0.83,    6.61,   74.59,  101.11,    3.61,   12.45,    7.96,    7.96,   14.07,   10.46,   12.32
36.78551,10.15781,2012,01,09,    1.69,    6.57,   75.91,  101.17,    5.80,   12.05,    7.84,    7.84,   14.36,    8.55,   11.99
36.78551,10.15781,2012,01,10,    0.00,    5.10,   66.76,  101.91,    7.54,    9.91,    4.26,    4.27,   14.92,    7.38,   10.22
36.78551,10.15781,2012,01,11,    0.30,    6.41,   80.96,  102.01,    7.82,   10.99,    7.62,    7.62,   15.26,    7.44,   10.77
36.78551,10.15781,2012,01,12,    0.01,    5.95,   75.54,  102.13,    6.52,   10.39,    6.55,    6.56,   14.40,    7.88,   10.70
36.78551,10.15781,2012,01,13,    0.00,    5.20,   71.83,  101.55,   11.33,    9.26,    4.29,    4.30,   16.02,    4.69,    9.38
36.78551,10.15781,2012,01,14,    1.01,    6.29,   84.04,  100.94,    8.18,   10.22,    6.98,    6.99,   14.45,    6.27,    9.77
36.78551,10.15781,2012,01,15,    1.03,    6.65,   83.50,  100.68,    6.54,   10.95,    8.00,    8.00,   14.65,    8.11,   10.66
36.78551,10.15781,2012,01,16,    1.99,    6.31,   80.07,  100.51,    6.35,   10.95,    7.17,    7.17,   14.12,    7.77,   10.48
36.78551,10.15781,2012,01,17,    3.22,    6.57,   85.27,  101.20,    3.04,   10.46,    7.89,    7.89,   12.10,    9.07,   10.24
36.78551,10.15781,2012,01,18,    0.15,    5.36,   72.14,  101.97,    5.06,   10.48,    5.02,    5.03,   12.74,    7.68,    9.80
36.78551,10.15781,2012,01,19,    0.00,    5.29,   73.30,  102.46,    6.24,    9.85,    4.90,    4.91,   13.45,    7.20,    9.46
36.78551,10.15781,2012,01,20,    0.08,    5.92,   78.15,  101.87,    6.95,   10.58,    6.34,    6.35,   13.79,    6.84,   10.08
36.78551,10.15781,2012,01,21,    1.00,    7.08,   77.32,  101.24,    4.57,   12.90,    8.97,    8.98,   15.61,   11.04,   12.84
36.78551,10.15781,2012,01,22,    0.67,    7.60,   82.91,  100.94,    5.18,   12.79,    9.99,    9.99,   15.55,   10.37,   12.81
36.78551,10.15781,2012,01,23,    1.01,    7.25,   83.89,  100.62,    5.99,   12.27,    9.23,    9.23,   15.70,    9.70,   11.88
36.78551,10.15781,2012,01,24,    1.72,    7.01,   78.05,  100.47,    5.23,   12.59,    8.67,    8.67,   15.08,    9.85,   12.43
36.78551,10.15781,2012,01,25,    2.22,    6.92,   81.63,  100.72,    3.18,   11.84,    8.57,    8.57,   13.26,   10.07,   11.59
36.78551,10.15781,2012,01,26,    0.72,    5.82,   72.21,  100.96,    5.88,   11.34,    6.08,    6.09,   14.39,    8.51,   10.88
36.78551,10.15781,2012,01,27,    0.05,    6.27,   80.98,  101.13,    6.81,   10.69,    7.19,    7.19,   13.91,    7.09,   10.30
36.78551,10.15781,2012,01,28,    0.36,    6.51,   81.94,  100.91,    5.93,   10.80,    7.69,    7.70,   13.83,    7.90,   10.65
36.78551,10.15781,2012,01,29,    3.45,    6.40,   83.72,  100.37,    5.71,   10.66,    7.36,    7.36,   13.33,    7.62,    9.99
36.78551,10.15781,2012,01,30,   20.52,    6.45,   89.86,   99.91,    2.43,    9.61,    7.40,    7.40,   10.28,    7.85,    8.99
36.78551,10.15781,2012,01,31,    3.72,    6.70,   85.67,  100.62,    5.02,   10.66,    8.07,    8.08,   12.38,    7.36,   10.37
36.78551,10.15781,2012,02,01,    0.42,    6.26,   86.76,  100.44,    6.02,    9.70,    7.00,    7.00,   12.75,    6.73,    9.15
36.78551,10.15781,2012,02,02,    0.05,    5.53,   67.70,   99.76,   11.36,   10.69,    4.99,    5.01,   17.60,    6.23,   10.92
36.78551,10.15781,2012,02,03,    1.37,    5.61,   74.47,   99.42,    6.93,   10.31,    5.28,    5.28,   14.29,    7.36,    9.65
36.78551,10.15781,2012,02,04,    3.09,    4.96,   77.37,  100.55,    4.57,    8.58,    3.67,    3.68,    9.77,    5.19,    7.43
36.78551,10.15781,2012,02,05,    3.24,    4.85,   81.91,  100.66,    3.98,    7.92,    3.41,    3.42,    8.77,    4.79,    6.29
36.78551,10.15781,2012,02,06,    1.89,    4.61,   76.51,  100.12,    3.53,    7.76,    2.59,    2.60,    8.42,    4.89,    6.46
36.78551,10.15781,2012,02,07,    3.47,    4.84,   81.71,   99.74,    2.78,    7.35,    3.21,    3.22,    7.57,    4.79,    6.18
36.78551,10.15781,2012,02,08,    1.33,    4.93,   79.93,  100.21,    5.45,    8.12,    3.55,    3.56,    9.97,    4.52,    6.82
36.78551,10.15781,2012,02,09,    1.88,    5.70,   83.99,  100.86,    5.59,    9.08,    5.75,    5.76,   11.45,    5.86,    8.30
36.78551,10.15781,2012,02,10,    1.55,    5.46,   78.01,  100.67,    5.80,    9.48,    5.07,    5.08,   12.10,    6.29,    8.74
36.78551,10.15781,2012,02,11,    0.92,    4.69,   75.27,  100.56,    3.87,    7.92,    2.93,    2.94,    9.37,    5.50,    7.03
36.78551,10.15781,2012,02,12,    1.62,    4.55,   77.26,  100.68,    5.01,    7.71,    2.47,    2.49,    9.36,    4.34,    6.24
36.78551,10.15781,2012,02,13,    1.28,    4.08,   74.29,  100.74,    7.16,    6.88,    0.92,    0.95,    9.53,    2.37,    5.24
36.78551,10.15781,2012,02,14,    1.75,    4.83,   83.93,  100.54,    4.24,    7.16,    3.32,    3.33,    8.33,    4.09,    5.87
36.78551,10.15781,2012,02,15,    1.50,    4.99,   80.61,  100.90,    7.67,    7.90,    3.72,    3.73,   11.42,    3.74,    6.97
36.78551,10.15781,2012,02,16,    2.46,    5.93,   81.22,  100.77,    6.07,    9.89,    6.30,    6.30,   12.66,    6.59,    9.38
36.78551,10.15781,2012,02,17,    0.67,    5.83,   78.54,  101.33,    7.31,   10.10,    6.16,    6.16,   13.73,    6.43,    9.71
36.78551,10.15781,2012,02,18,    0.01,    5.47,   73.14,  101.35,    9.53,   10.07,    5.20,    5.21,   15.22,    5.70,    9.82
36.78551,10.15781,2012,02,19,    0.10,    5.49,   72.97,  101.06,   11.07,   10.17,    5.08,    5.09,   15.57,    4.50,    9.87
36.78551,10.15781,2012,02,20,    2.36,    6.26,   81.73,  101.15,    7.01,   10.51,    7.15,    7.15,   14.21,    7.20,   10.14
36.78551,10.15781,2012,02,21,    3.39,    6.00,   82.05,  100.98,    4.60,    9.89,    6.50,    6.50,   11.55,    6.95,    9.42
36.78551,10.15781,2012,02,22,   24.21,    7.39,   89.93,   99.74,    3.44,   11.15,    9.37,    9.37,   12.81,    9.38,   10.98
36.78551,10.15781,2012,02,23,    8.57,    7.42,   85.51,  100.88,    3.89,   12.09,    9.62,    9.62,   14.48,   10.59,   11.97
36.78551,10.15781,2012,02,24,    0.26,    6.99,   83.36,  101.73,    7.13,   11.77,    8.86,    8.86,   15.69,    8.56,   11.59
36.78551,10.15781,2012,02,25,    0.00,    6.18,   81.04,  101.32,   10.05,   10.46,    6.97,    6.97,   15.80,    5.75,   10.11
36.78551,10.15781,2012,02,26,    0.07,    6.68,   83.59,  100.48,    8.83,   11.09,    7.95,    7.95,   14.90,    6.07,   10.67
36.78551,10.15781,2012,02,27,    0.04,    6.03,   70.24,  100.92,    7.88,   11.89,    6.40,    6.41,   15.36,    7.48,   11.81
36.78551,10.15781,2012,02,28,    0.00,    5.12,   67.86,  101.35,    8.96,    9.91,    4.27,    4.28,   14.91,    5.95,    9.95
36.78551,10.15781,2012,02,29,    0.00,    5.21,   67.44,  101.24,   11.31,   10.46,    4.36,    4.37,   16.57,    5.25,   10.29
36.78551,10.15781,2012,03,01,    0.00,    6.80,   83.97,  101.34,    9.43,   11.28,    8.38,    8.38,   16.56,    7.13,   11.01
36.78551,10.15781,2012,03,02,    0.00,    6.13,   70.67,  101.71,   13.01,   12.10,    6.80,    6.81,   19.37,    6.36,   12.11
36.78551,10.15781,2012,03,03,    0.01,    6.91,   76.32,  101.59,   10.91,   12.51,    8.49,    8.50,   18.71,    7.80,   12.73
36.78551,10.15781,2012,03,04,    2.69,    7.19,   81.89,  101.29,    5.79,   12.40,    9.18,    9.18,   15.70,    9.91,   12.21
36.78551,10.15781,2012,03,05,    3.01,    7.05,   82.21,  100.94,    6.41,   11.99,    8.82,    8.82,   15.14,    8.73,   11.80
36.78551,10.15781,2012,03,06,    4.00,    5.50,   73.07,  101.03,    6.01,   10.56,    5.26,    5.27,   13.23,    7.22,    9.86
36.78551,10.15781,2012,03,07,    7.69,    5.90,   87.61,  100.95,    1.93,    9.03,    6.30,    6.30,    9.30,    7.37,    8.21
36.78551,10.15781,2012,03,08,    0.66,    5.92,   78.02,  100.89,    5.35,   10.36,    6.32,    6.32,   12.79,    7.44,    9.98
36.78551,10.15781,2012,03,09,    6.94,    6.56,   79.09,  100.89,    6.02,   11.61,    7.74,    7.74,   14.40,    8.39,   11.29
36.78551,10.15781,2012,03,10,   23.73,    8.02,   88.64,  100.34,    1.56,   12.32,   10.72,   10.72,   13.41,   11.85,   12.52
36.78551,10.15781,2012,03,11,    3.59,    6.90,   79.56,  100.60,    5.11,   11.92,    8.50,    8.50,   13.95,    8.84,   11.93
36.78551,10.15781,2012,03,12,    0.00,    6.70,   78.12,  101.00,    8.75,   11.99,    8.00,    8.01,   16.61,    7.86,   11.81
36.78551,10.15781,2012,03,13,    0.00,    7.62,   85.08,  101.36,    7.46,   12.76,   10.07,   10.07,   17.18,    9.72,   12.51
36.78551,10.15781,2012,03,14,    0.00,    6.70,   74.35,  101.61,    8.26,   12.95,    8.12,    8.13,   17.44,    9.18,   12.66
36.78551,10.15781,2012,03,15,    0.00,    6.22,   69.59,  101.86,   10.58,   12.33,    7.13,    7.13,   18.42,    7.84,   12.59
36.78551,10.15781,2012,03,16,    0.00,    6.25,   67.91,  101.89,   12.13,   12.52,    7.13,    7.14,   19.94,    7.80,   13.03
36.78551,10.15781,2012,03,17,    0.00,    6.76,   67.34,  101.66,   14.27,   14.20,    8.22,    8.22,   22.49,    8.22,   14.31
36.78551,10.15781,2012,03,18,    0.00,    6.86,   65.03,  101.46,   13.82,   14.75,    8.41,    8.41,   23.00,    9.17,   15.06
36.78551,10.15781,2012,03,19,    0.00,    7.09,   69.80,  101.43,   12.27,   14.78,    8.80,    8.81,   21.33,    9.06,   14.46
36.78551,10.15781,2012,03,20,    0.00,    7.58,   74.89,  101.63,   10.72,   14.50,    9.84,    9.85,   20.05,    9.33,   14.44
36.78551,10.15781,2012,03,21,    0.01,    8.06,   79.66,  101.73,    7.64,   14.67,   10.90,   10.90,   18.81,   11.17,   14.44
36.78551,10.15781,2012,03,22,    0.00,    8.00,   80.59,  101.55,    8.78,   14.15,   10.82,   10.83,   18.79,   10.02,   14.12
36.78551,10.15781,2012,03,23,    0.00,    7.79,   73.87,  101.40,   10.27,   15.34,   10.35,   10.35,   20.98,   10.71,   15.04
36.78551,10.15781,2012,03,24,    0.01,    7.97,   76.18,  100.98,   11.06,   14.94,   10.57,   10.57,   21.02,    9.97,   14.84
36.78551,10.15781,2012,03,25,    0.03,    7.90,   83.08,  101.08,    8.53,   13.95,   10.57,   10.57,   18.03,    9.51,   13.40
36.78551,10.15781,2012,03,26,    0.00,    7.89,   79.87,  101.35,    8.73,   14.35,   10.55,   10.55,   18.92,   10.19,   14.01
36.78551,10.15781,2012,03,27,    0.13,    7.54,   73.08,  101.36,    7.55,   14.53,    9.82,    9.83,   19.30,   11.75,   14.69
36.78551,10.15781,2012,03,28,    0.00,    6.45,   64.19,  101.37,   10.10,   13.83,    7.45,    7.46,   19.99,    9.89,   14.30
36.78551,10.15781,2012,03,29,    0.26,    6.20,   60.66,  101.00,   10.73,   14.17,    6.76,    6.77,   20.15,    9.42,   14.52
36.78551,10.15781,2012,03,30,    1.46,    7.54,   75.11,  100.46,    6.61,   14.56,    9.77,    9.78,   17.93,   11.32,   14.13
36.78551,10.15781,2012,03,31,    0.00,    6.98,   67.33,  100.26,   11.72,   15.02,    8.54,    8.54,   20.73,    9.01,   14.61
36.78551,10.15781,2012,04,01,    0.00,    7.31,   62.72,   99.98,   13.82,   16.51,    9.07,    9.08,   23.53,    9.70,   16.38
36.78551,10.15781,2012,04,02,    0.01,    8.28,   69.95,   99.86,    8.80,   16.56,   10.90,   10.90,   22.17,   13.37,   16.59
36.78551,10.15781,2012,04,03,    1.25,    9.39,   80.87,   99.70,    9.57,   16.99,   12.96,   12.96,   22.13,   12.57,   16.26
36.78551,10.15781,2012,04,04,    2.88,    9.41,   81.52,   99.66,    9.26,   16.69,   13.02,   13.02,   21.65,   12.39,   16.17
36.78551,10.15781,2012,04,05,    3.33,    8.96,   77.88,   99.97,    8.59,   16.91,   12.32,   12.32,   21.17,   12.57,   16.17
36.78551,10.15781,2012,04,06,    5.73,    8.83,   77.46,  100.08,    9.24,   16.47,   12.11,   12.11,   21.16,   11.92,   16.05
36.78551,10.15781,2012,04,07,    3.36,    7.92,   73.35,  100.23,    8.33,   15.75,   10.39,   10.39,   19.45,   11.11,   15.22
36.78551,10.15781,2012,04,08,    1.07,    7.11,   68.96,  100.18,    6.87,   15.10,    8.87,    8.87,   18.22,   11.36,   14.52
36.78551,10.15781,2012,04,09,    0.37,    7.21,   69.97,  100.38,    7.26,   14.96,    9.12,    9.12,   18.34,   11.08,   14.52
36.78551,10.15781,2012,04,10,    0.17,    8.01,   72.46,  100.17,   13.55,   15.93,   10.59,   10.59,   22.45,    8.90,   15.59
36.78551,10.15781,2012,04,11,    1.25,    8.50,   72.22,   99.93,    9.29,   16.84,   11.47,   11.48,   21.36,   12.07,   16.53
36.78551,10.15781,2012,04,12,    0.31,    8.20,   73.11,   99.70,   10.49,   16.16,   10.94,   10.94,   21.07,   10.58,   15.74
36.78551,10.15781,2012,04,13,   13.99,    8.33,   75.50,   98.58,    6.25,   15.65,   10.97,   10.97,   18.69,   12.44,   15.29
36.78551,10.15781,2012,04,14,    1.46,    7.09,   68.66,   99.39,    6.32,   14.83,    8.68,    8.68,   18.28,   11.96,   14.42
36.78551,10.15781,2012,04,15,    3.73,    7.21,   72.31,   99.27,    7.50,   14.25,    8.94,    8.94,   18.25,   10.75,   13.85
36.78551,10.15781,2012,04,16,    4.13,    6.82,   76.06,   99.58,    5.26,   13.03,    8.18,    8.18,   15.21,    9.95,   12.28
36.78551,10.15781,2012,04,17,    5.48,    6.82,   77.46,   99.93,    5.48,   12.96,    8.22,    8.22,   14.91,    9.43,   12.05
36.78551,10.15781,2012,04,18,    0.06,    6.49,   61.52,   99.95,    9.71,   15.27,    7.45,    7.46,   19.96,   10.25,   14.85
36.78551,10.15781,2012,04,19,    0.86,    7.64,   71.97,   99.56,    7.20,   15.06,    9.84,    9.84,   18.98,   11.78,   14.87
36.78551,10.15781,2012,04,20,    1.29,    7.65,   73.93,   99.96,    8.84,   14.69,    9.91,    9.91,   18.98,   10.14,   14.52
36.78551,10.15781,2012,04,21,    0.00,    7.19,   64.51,  100.63,   12.72,   16.56,    8.96,    8.97,   22.03,    9.31,   15.80
36.78551,10.15781,2012,04,22,    0.61,    9.13,   74.17,  100.52,   11.57,   17.19,   12.60,   12.60,   24.12,   12.55,   17.31
36.78551,10.15781,2012,04,23,    2.69,    9.23,   79.84,  100.29,    7.15,   16.53,   12.81,   12.81,   20.17,   13.03,   16.29
36.78551,10.15781,2012,04,24,    0.00,    8.60,   72.25,  100.23,   12.72,   17.18,   11.68,   11.69,   23.44,   10.72,   16.74
36.78551,10.15781,2012,04,25,    0.19,    8.98,   73.42,  100.57,   11.17,   17.85,   12.43,   12.43,   23.59,   12.42,   17.23
36.78551,10.15781,2012,04,26,    0.00,    8.65,   60.95,  100.64,   13.83,   19.41,   11.80,   11.80,   27.44,   13.60,   19.60
36.78551,10.15781,2012,04,27,    0.00,    8.23,   61.27,  100.73,   12.16,   18.63,   11.02,   11.02,   25.36,   13.20,   18.74
36.78551,10.15781,2012,04,28,    0.00,    8.45,   62.96,  100.52,   12.97,   18.74,   11.41,   11.41,   25.41,   12.44,   18.69
36.78551,10.15781,2012,04,29,    0.05,    9.58,   77.12,  100.72,    7.12,   17.82,   13.40,   13.40,   21.23,   14.11,   17.49
36.78551,10.15781,2012,04,30,    0.03,    9.42,   70.79,  100.42,    9.85,   19.11,   13.06,   13.06,   24.25,   14.40,   18.53
36.78551,10.15781,2012,05,01,    1.46,    8.55,   73.74,  100.67,    8.71,   17.30,   11.68,   11.68,   21.05,   12.34,   16.40
36.78551,10.15781,2012,05,02,    0.01,    8.01,   69.40,  100.72,   11.35,   17.31,   10.63,   10.63,   22.25,   10.91,   16.34
36.78551,10.15781,2012,05,03,    0.00,    8.02,   64.31,  100.45,   10.61,   17.80,   10.62,   10.63,   23.14,   12.53,   17.53
36.78551,10.15781,2012,05,04,    3.94,    9.02,   66.00,  100.37,   10.72,   19.44,   12.41,   12.41,   24.33,   13.60,   18.97
36.78551,10.15781,2012,05,05,    0.00,    8.72,   59.14,  100.46,   12.55,   20.42,   11.91,   11.91,   26.81,   14.26,   20.20
36.78551,10.15781,2012,05,06,    0.01,    9.04,   59.97,  100.40,   11.75,   20.76,   12.38,   12.38,   27.38,   15.63,   20.55
36.78551,10.15781,2012,05,07,    0.00,    8.63,   69.68,  100.95,    7.89,   18.12,   11.76,   11.76,   21.78,   13.89,   17.48
36.78551,10.15781,2012,05,08,    0.00,    8.43,   66.91,  101.09,   10.74,   18.77,   11.48,   11.48,   23.18,   12.44,   17.78
36.78551,10.15781,2012,05,09,    0.00,    7.65,   57.65,  101.08,   10.93,   19.32,   10.02,   10.02,   24.21,   13.29,   18.62
36.78551,10.15781,2012,05,10,    0.00,    8.31,   60.00,  101.31,    9.82,   19.89,   11.24,   11.24,   24.69,   14.87,   19.32
36.78551,10.15781,2012,05,11,    0.00,    8.85,   63.92,  101.37,   10.80,   19.92,   12.22,   12.22,   24.97,   14.18,   19.33
36.78551,10.15781,2012,05,12,    0.00,    9.08,   63.93,  101.25,   12.28,   20.40,   12.59,   12.59,   25.91,   13.63,   19.71
36.78551,10.15781,2012,05,13,    0.00,    9.90,   64.77,  100.68,   12.22,   21.15,   13.90,   13.90,   27.39,   15.17,   20.80
36.78551,10.15781,2012,05,14,    0.03,    9.42,   66.71,  100.41,    9.82,   20.27,   13.05,   13.05,   24.62,   14.81,   19.49
36.78551,10.15781,2012,05,15,    0.00,    8.54,   65.69,  100.55,   10.34,   19.20,   11.58,   11.58,   23.76,   13.42,   18.20
36.78551,10.15781,2012,05,16,    0.00,    8.13,   65.09,  100.79,    9.07,   18.55,   10.90,   10.90,   22.59,   13.52,   17.60
36.78551,10.15781,2012,05,17,    0.00,    6.87,   57.79,  100.86,    9.80,   18.25,    8.44,    8.45,   22.08,   12.29,   16.85
36.78551,10.15781,2012,05,18,    0.00,    7.80,   60.08,  100.43,   10.85,   18.62,   10.26,   10.26,   23.83,   12.98,   18.16
36.78551,10.15781,2012,05,19,    0.00,   10.42,   68.94,  100.19,   10.65,   21.10,   14.61,   14.61,   26.56,   15.91,   20.54
36.78551,10.15781,2012,05,20,    0.57,   11.05,   77.15,   99.84,    8.90,   20.22,   15.48,   15.48,   24.25,   15.36,   19.62
36.78551,10.15781,2012,05,21,    0.25,    8.01,   63.38,  100.12,    8.48,   18.69,   10.54,   10.55,   22.26,   13.78,   17.68
36.78551,10.15781,2012,05,22,    0.05,    7.84,   60.53,  100.58,   10.76,   19.03,   10.30,   10.30,   23.36,   12.60,   18.15
36.78551,10.15781,2012,05,23,    2.13,    9.21,   72.49,  100.75,    7.53,   18.56,   12.83,   12.83,   21.62,   14.09,   17.86
36.78551,10.15781,2012,05,24,    0.05,    9.73,   69.24,  100.77,    9.48,   20.56,   13.66,   13.66,   24.54,   15.06,   19.46
36.78551,10.15781,2012,05,25,    0.48,   10.56,   69.63,  100.55,   10.04,   21.71,   14.89,   14.89,   25.80,   15.76,   20.66
36.78551,10.15781,2012,05,26,    5.30,   10.59,   66.36,  100.52,   11.59,   22.33,   14.93,   14.93,   27.76,   16.17,   21.49
36.78551,10.15781,2012,05,27,    0.00,    9.99,   63.52,  100.68,   11.45,   22.42,   13.96,   13.96,   27.15,   15.70,   21.28
